,sex,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,rings
3340,I,0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7
3341,F,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13
3347,F,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11
3351,M,0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,9
3353,M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12
3354,F,0.515,0.425,0.14,0.7659999999999999,0.304,0.1725,0.255,14
3355,F,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,12
3357,M,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,10
3358,F,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,10
3362,F,0.58,0.435,0.15,0.8340000000000001,0.428,0.1515,0.23,8
3363,F,0.62,0.48,0.18,1.2215,0.5820000000000001,0.2695,0.313,12
3365,M,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10
3367,F,0.545,0.4,0.14,0.778,0.368,0.215,0.18,9
3368,F,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9
3369,M,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12
3370,M,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10
3372,F,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7
3373,M,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,12
3374,I,0.53,0.42,0.185,0.752,0.299,0.156,0.205,20
3375,F,0.63,0.505,0.165,1.065,0.4595,0.216,0.315,12
3376,F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
3377,M,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10
3378,M,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12
3380,F,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9
3382,F,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11
3387,M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
3388,F,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,12
3390,M,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10
3393,M,0.72,0.585,0.22,1.914,0.9155,0.4479999999999999,0.479,11
3394,M,0.56,0.44,0.13,0.8255,0.2425,0.2019999999999999,0.285,10
3403,M,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10
3407,M,0.655,0.52,0.165,1.4095,0.586,0.291,0.405,9
3409,M,0.55,0.435,0.11,0.8059999999999999,0.3415,0.203,0.215,9
3410,F,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10
3411,F,0.535,0.445,0.125,0.8725,0.417,0.1989999999999999,0.24,8
3412,F,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10
3419,M,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,14
3420,M,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,10
3422,F,0.58,0.45,0.155,0.93,0.385,0.246,0.265,9
3423,F,0.6,0.475,0.18,1.162,0.511,0.2675,0.32,18
3424,M,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,17
3425,M,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15
3428,F,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,8
3429,M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14
3435,F,0.62,0.435,0.155,1.012,0.477,0.236,0.275,8
3436,M,0.525,0.4,0.14,0.7325,0.3339999999999999,0.1575,0.17,11
3438,M,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,12
3440,F,0.58,0.465,0.165,1.1015,0.4039999999999999,0.2095,0.35,11
3441,M,0.55,0.43,0.13,0.8395,0.3155,0.1955,0.2405,10
3443,M,0.575,0.445,0.145,0.8759999999999999,0.3795,0.1615,0.27,10
3444,F,0.505,0.4,0.165,0.7290000000000001,0.2675,0.155,0.25,9
3448,F,0.63,0.485,0.185,1.167,0.5479999999999999,0.2485,0.34,10
3449,F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10
3453,M,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10
3454,M,0.625,0.505,0.175,1.131,0.5425,0.2265,0.3229999999999999,8
3455,M,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11
3457,M,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10
3460,F,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,9
3463,M,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13
3465,F,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9
3467,M,0.585,0.455,0.14,0.97,0.462,0.185,0.295,9
3469,M,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16
3470,F,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9
3471,M,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,11
3485,F,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11
3487,F,0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8
3488,F,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11
3489,F,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13
3490,M,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8
3492,M,0.655,0.545,0.19,1.4245,0.6325,0.3329999999999999,0.3779999999999999,10
3494,F,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9
3496,F,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10
3498,M,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12
3499,F,0.585,0.465,0.17,0.9915,0.3865,0.2239999999999999,0.265,12
3507,F,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,11
3508,M,0.535,0.435,0.14,0.8740000000000001,0.3735,0.2289999999999999,0.2195,8
3510,M,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8
3511,M,0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13
3513,F,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10
3516,I,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13
3521,F,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,9
3522,M,0.56,0.435,0.18,0.889,0.36,0.204,0.25,11
3524,M,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13
3528,M,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17
3530,F,0.61,0.43,0.14,0.909,0.4379999999999999,0.2,0.22,8
3536,M,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,9
3537,F,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11
3538,M,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15
3539,M,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,12
3542,M,0.605,0.475,0.155,1.161,0.5720000000000001,0.2455,0.275,9
3543,F,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,15
3545,M,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,14
3548,M,0.545,0.43,0.155,0.8035,0.409,0.144,0.228,7
3554,F,0.615,0.47,0.175,1.2985,0.5135,0.3429999999999999,0.32,14
3557,F,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9
3558,F,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,11
3560,I,0.57,0.45,0.145,0.7509999999999999,0.2825,0.2195,0.2215,10
3561,M,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,15
3565,I,0.53,0.42,0.13,0.8365,0.3745,0.1669999999999999,0.249,11
3567,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10
3568,F,0.54,0.385,0.14,0.7655,0.3265,0.1159999999999999,0.2365,10
3569,F,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10
3571,M,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10
3572,M,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12
3574,M,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10
3575,F,0.53,0.425,0.15,0.8495,0.3279999999999999,0.2319999999999999,0.2019999999999999,8
3578,F,0.66,0.495,0.21,1.548,0.7240000000000001,0.3525,0.3925,10
3580,M,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10
3582,F,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,9
3583,F,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11
3590,F,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.4029999999999999,10
3592,M,0.685,0.52,0.165,1.519,0.6990000000000001,0.3685,0.4,10
3593,F,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,11
3595,M,0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,9
3596,F,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10
3598,M,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23
3600,M,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11
3602,F,0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,11
3604,M,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,11
3605,I,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,9
3608,M,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15
3609,F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13
3611,F,0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,11
3612,M,0.665,0.535,0.195,1.606,0.5755,0.3879999999999999,0.48,14
3613,F,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9
3616,M,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10
3617,M,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9
3621,M,0.645,0.495,0.15,1.2095,0.603,0.2225,0.3389999999999999,9
3622,I,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,13
3625,F,0.555,0.425,0.14,0.7879999999999999,0.282,0.1595,0.285,11
3627,F,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14
3628,M,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8
3632,I,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8
3633,I,0.485,0.39,0.125,0.591,0.287,0.141,0.12,9
3634,F,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,10
3637,M,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11
3640,M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8
3641,M,0.475,0.385,0.145,0.6175,0.235,0.108,0.215,14
3645,M,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11
3648,F,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,9
3661,I,0.54,0.425,0.13,0.8155,0.3675,0.1365,0.246,11
3663,F,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,11
3667,M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8
3668,M,0.515,0.405,0.13,0.722,0.32,0.131,0.21,10
3669,I,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11
3673,F,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13
3674,I,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,13
3676,M,0.58,0.46,0.15,1.0490000000000002,0.5205,0.1935,0.305,10
3684,M,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,9
3686,M,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13
3689,M,0.57,0.42,0.14,0.8745,0.416,0.165,0.25,8
3697,M,0.665,0.525,0.16,1.3630000000000002,0.629,0.2789999999999999,0.34,8
3701,F,0.555,0.455,0.18,0.958,0.296,0.195,0.39,14
3702,M,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19
3703,F,0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,17
3704,F,0.67,0.54,0.2,1.46,0.6435,0.3279999999999999,0.4165,9
3708,F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10
3709,M,0.72,0.545,0.195,1.7475,0.8215,0.3829999999999999,0.4705,11
3711,M,0.56,0.44,0.14,0.971,0.4429999999999999,0.2045,0.265,14
3712,I,0.465,0.345,0.105,0.4015,0.242,0.0345,0.109,6
3713,M,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,11
3714,F,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,11
3718,M,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10
3719,F,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,9
3720,M,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10
3722,F,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11
3725,F,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12
3727,M,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13
3734,M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9
3735,M,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,11
3736,I,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,13
3737,M,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,10
3738,M,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,13
3739,M,0.67,0.5,0.19,1.519,0.616,0.3879999999999999,0.415,10
3741,F,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,8
3742,F,0.62,0.47,0.14,1.0325,0.3605,0.2239999999999999,0.36,15
3743,F,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,11
3746,F,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,9
3749,M,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11
3750,M,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,8
3752,F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13
3755,M,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13
3757,M,0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,11
